ancestralTime	evaluationTime	mean_time	propDescendantsFromIntroductionsAtEval_lower	propDescendantsFromIntroductionsAtEval_upper	propDescendantsFromIntroductionsAtEval_median
2021.8301369863013	2021.9123287671232	2021.8712328767124	1.0	1.0	1.0
2021.9123287671232	2021.9972602739726	2021.954794520548	0.4	1.0	0.5510204081632653
2021.9972602739726	2022.0821917808219	2022.0397260273971	0.015873015873015872	0.27586206896551724	0.11320754716981132
2022.0821917808219	2022.158904109589	2022.1205479452055	0.0	0.2857142857142857	0.0
2022.158904109589	2022.2438356164384	2022.2013698630137	0.0	0.6666666666666666	0.0
2022.2438356164384	2022.3260273972603	2022.2849315068493	0.0	1.0	0.0
